1416722400,-3.02965471199263,0
1416726000,145.599222114771,0
1416729600,228.459135891788,0
1416733200,330.6823814043,0
1416736800,322.492426673689,0
1416740400,256.45084719044,0
1416744000,215.651697418023,0
1416747600,50.7174013789089,0
1416751200,33.4992431929791,0
1416754800,-32.6967815971121,0
1416758400,-0.112809978857427,0
1416762000,-21.0557971351555,0
1416765600,109.218218331951,0
1416769200,154.305430572512,0
1416772800,237.432147234145,0
1416776400,188.826896907884,0
1416780000,186.235231120067,0
1416783600,69.1948066702268,0
1416787200,1.62520395100927,0
1416790800,-56.8906955760835,0
1416794400,-162.37447546983,0
1416798000,-124.189006620478,0
1416801600,-81.6598445288647,0
1416805200,25.8171620344372,0
1416808800,180.76271608593,0
1416812400,329.158769198545,0
1416816000,438.603626038936,0
1416819600,462.507852305679,0
1416823200,465.395672336707,0
1416826800,406.944867513082,0
1416830400,347.595870666632,0
1416834000,269.076300875212,0
1416837600,179.124994372474,0
1416841200,55.4519973719203,0
1416844800,120.972645688976,0
1416848400,182.065640713481,0
1416852000,163.301973175592,0
1416855600,270.79492132049,0
1416859200,367.340177614946,0
1416862800,332.210461003331,0
1416866400,271.659893038927,0
1416870000,173.153974388466,0
1416873600,165.050303664211,0
1416877200,18.390986251862,0
1416880800,-82.7544781762329,0
1416884400,-26.0224239128164,0
1416888000,59.5508160213146,0
1416891600,178.961742509136,0
1416895200,277.03133203293,0
1416898800,395.032586633679,0
1416902400,523.341213751096,0
1416906000,580.861518503232,0
1416909600,556.681067018076,0
1416913200,503.18129802963,0
1416916800,504.794339733709,0
1416920400,348.907313895015,0
1416924000,206.50325936243,0
1416927600,152.372124790081,0
1416931200,215.717080426299,0
1416934800,226.122536202676,0
1416938400,289.560321184145,0
1416942000,349.053820345974,0
1416945600,366.174759471991,0
1416949200,335.58339305587,0
1416952800,330.727702407012,0
1416956400,290.152370042906,0
1416960000,134.412720265596,0
1416963600,-2.30726240282365,0
1416967200,-16.629734609089,0
1416970800,10.795570019404,0
1416974400,70.7106466090353,0
1416978000,146.230095310085,0
1416981600,238.908962032785,0
1416985200,372.152750456608,0
1416988800,559.471491159263,0
1416992400,552.310347395512,0
1416996000,568.130666283203,0
1416999600,474.505031699313,0
1417003200,387.573379593436,0
1417006800,284.199675561929,0
1417010400,222.667803829739,0
1417014000,190.32419967346,0
1417017600,124.663397929225,0
1417021200,208.013527099358,0
1417024800,256.311542978471,0
1417028400,275.897823621122,0
1417032000,350.330034560411,0
1417035600,365.820136961413,0
1417039200,293.304523425247,0
1417042800,220.67388365285,0
1417046400,24.6502587383211,0
1417050000,-23.5402614579101,0
1417053600,-66.0517767078367,0
1417057200,-42.9695941095774,0
1417060800,17.4495646670944,0
1417064400,67.4753731443246,0
1417068000,231.729094720783,0
1417071600,375.357681056136,0
1417075200,479.916418747236,0
1417078800,548.49948727992,0
1417082400,532.874663126888,0
1417086000,476.366364003978,0
1417089600,374.964658552862,0
1417093200,264.615919145778,0
1417096800,202.06608145499,0
1417100400,80.4982494438758,0
1417104000,130.16991453161,0
1417107600,142.202336062606,0
1417111200,237.753840780614,0
1417114800,239.266277942335,0
1417118400,298.269726956316,0
1417122000,361.883336084708,0
1417125600,301.085533779589,0
1417129200,185.044549625721,0
1417132800,72.73713786922,0
1417136400,35.4682245190633,0
1417140000,-34.4897461454625,0
1417143600,-71.1676916823779,0
1417147200,47.3465415059429,0
1417150800,48.6068442359459,0
1417154400,245.268950304897,0
1417158000,350.896214693192,0
1417161600,457.655819177082,0
1417165200,517.922944633238,0
